11231	0
6707	0
14844	0
18548	1
8005	0
3677	0
670	2
7014	2
4513	2
5138	1
4302	0
3722	2
4823	0
14391	2
4960	2
17325	1
12822	0
4747	2
543	2
18638	2
12634	1
6920	2
18089	2
9437	0
86	1
18276	2
11102	1
12808	2
10520	0
17974	2
4814	0
17028	1
3733	2
7557	2
9482	1
12010	0
18414	2
10719	1
11426	2
6657	1
1046	0
9455	2
8178	2
13332	1
2733	1
14697	1
13679	0
17262	1
18586	2
2938	1
17113	2
9116	1
18572	2
19033	1
17555	2
6615	2
8242	2
15254	2
7046	1
18403	1
313	1
15063	2
2461	0
1643	1
13773	1
16435	2
16848	0
1452	1
7515	1
4329	1
5570	2
9964	1
2266	1
17906	1
16212	2
12544	1
4145	1
1549	0
9439	2
12019	1
1744	2
12383	2
13240	1
11882	2
2119	1
8830	2
474	1
18324	1
15131	0
11298	2
13880	0
9508	2
4839	2
7482	1
6373	1
14482	0
9332	0
10878	0
5701	0
10570	1
12635	2
16367	2
6179	0
5749	2
7670	0
10637	2
17893	1
9678	0
5164	2
3386	0
13361	1
3607	1
3437	1
9817	1
14768	1
13553	2
12732	0
13521	1
3960	2
15938	1
17369	2
15719	1
12303	0
9970	1
12831	0
2879	0
9080	1
10673	0
6480	0
2870	1
2382	1
16096	2
5040	2
1708	2
17954	2
16792	0
3285	2
8590	2
4284	0
15283	2
17418	0
7802	1
11787	2
3132	1
8687	2
9051	1
3513	2
18877	1
1524	1
15192	2
10531	1
2447	2
7256	2
14242	1
183	1
12589	0
13690	0
3475	1
14098	1
1610	1
13491	2
10237	2
15453	2
2793	2
3216	1
8069	1
9197	1
15081	2
19078	0
4414	2
14770	2
14285	0
1486	0
1581	0
19023	2
18564	2
8961	1
2311	1
653	1
6198	2
11608	2
18317	2
12241	1
1432	1
16336	2
11699	2
1147	2
1131	2
9832	1
18098	1
19529	1
7270	1
7617	2
17804	0
18963	1
6973	2
12355	2
11098	0
17141	2
15172	1
8946	2
18701	2
13015	2
12138	0
14505	2
14775	2
17601	1
4338	2
19681	2
5184	2
1641	2
12385	2
13648	0
14555	1
6377	2
7819	2
19485	0
9245	2
15686	1
13881	1
9781	1
16256	2
5664	0
1415	2
16912	0
18921	1
14449	1
11068	1
16545	1
17364	2
10945	1
6929	2
19433	1
18939	1
16715	2
2691	1
14619	0
10131	2
320	2
18656	2
7062	1
14548	2
1106	1
7772	2
7683	2
11122	1
7266	2
9774	1
6367	0
11394	1
3935	2
3806	1
15022	0
108	1
18213	2
4450	0
12083	2
3892	2
11343	1
14677	0
7784	2
12103	1
18846	1
3459	1
5500	0
3669	1
9570	1
844	2
7912	1
620	1
15024	0
9406	2
15086	2
4394	2
8300	2
17350	1
14077	1
11289	1
10361	1
1320	1
12180	1
9833	2
4097	1
14329	0
13625	1
9870	1
6909	2
11141	2
16321	0
19068	2
8690	1
18703	1
12696	2
7705	2
3029	1
6861	2
4090	0
4	0
18618	1
8025	2
4728	2
2256	1
9517	1
17620	0
7084	0
13489	0
14238	1
16355	2
16613	1
424	2
11650	0
6648	2
3696	2
6873	2
5848	1
487	2
6874	0
16919	2
11925	2
17039	0
3908	1
14438	2
7788	1
259	0
9646	2
6465	1
9397	2
16838	2
13505	1
3119	2
3248	2
9373	1
2244	2
9779	2
17403	0
11841	1
1839	1
18622	1
16847	1
10527	0
3287	0
4965	2
5252	0
6981	2
13632	0
9694	2
12891	1
3275	2
8577	1
1926	2
9149	1
19569	1
9904	1
5143	1
692	1
3931	2
9476	1
4054	1
17665	2
13111	1
13367	1
11425	2
15480	0
15404	2
18750	2
674	2
5710	0
2626	2
11027	2
4466	1
7353	1
16442	2
538	1
3959	0
2315	2
19214	2
5336	1
2308	0
15961	0
6641	2
12	2
16239	2
9580	2
4159	2
3912	0
8603	0
5931	2
16214	0
6289	1
2460	1
12602	1
1550	0
15264	2
13822	0
8741	2
15161	1
1970	1
16420	1
17786	1
12995	1
11029	1
13855	2
14237	0
9199	2
1880	1
4265	2
6573	2
1810	2
10315	0
1108	0
4906	2
15484	2
12375	2
17384	1
630	2
8340	1
17650	2
16614	1
12917	2
17159	2
6371	1
15171	1
18210	2
6683	1
12895	2
14279	2
5024	2
18314	1
16910	1
16027	1
18695	2
10508	1
10274	0
13802	2
1326	1
1760	2
1956	2
16225	1
3805	1
13879	2
1679	2
14384	2
19296	1
3866	2
18771	1
12372	1
15159	1
5774	0
3349	1
15840	1
7821	2
13933	2
14892	2
8528	2
10897	1
3540	2
5927	2
13835	1
18698	2
14695	0
10433	0
13325	1
15106	2
8482	2
2150	1
6277	1
8823	2
12670	2
15909	1
4481	1
11250	1
11124	1
7207	1
5499	2
17728	1
12101	2
13630	0
19578	1
9516	0
11506	1
16098	0
7860	2
8240	1
12267	1
17327	0
5883	2
8298	0
12155	1
18214	2
15278	0
17988	0
2806	1
16662	1
17127	1
6186	1
17507	2
1912	2
14073	2
15070	0
3170	2
12165	2
19243	2
3995	1
19172	0
7347	2
11217	1
9524	2
6355	2
9752	2
13465	1
11225	2
1471	1
14713	2
10073	1
1556	1
2333	1
6549	1
4220	1
18306	1
2372	1
9846	0
4495	2
12453	2
12606	1
10855	2
5974	1
14668	2
10799	2
4646	2
15656	1
8997	1
2578	0
19663	1
256	2
6001	1
2022	1
338	0
7362	0
11147	2
16124	0
16161	0
11543	2
13327	0
17985	2
11804	1
12724	2
14465	1
17207	1
15714	2
11434	0
12463	2
6419	2
8336	1
12420	1
7687	1
2772	1
3241	0
4030	2
10962	2
6466	2
8280	1
18025	0
9807	1
19414	1
13971	0
3402	0
13818	1
18451	1
2069	2
14151	0
1767	1
10899	1
13251	2
4165	0
1770	1
16268	2
2061	1
6974	2
8105	1
16983	1
12408	0
18429	1
6422	1
5886	1
8009	0
4686	2
472	2
1192	0
18401	1
17839	0
4730	2
3297	1
8974	0
17957	2
10301	2
12912	2
4606	2
15406	0
7611	1
10179	2
2792	1
2373	1
14189	0
496	2
14158	1
18646	2
7599	1
15607	2
2732	1
15248	2
6556	0
10753	0
3487	1
3022	1
6243	1
13498	2
14306	0
8202	0
2093	2
1571	2
15358	1
12016	0
858	2
10690	0
6420	2
1136	2
16231	2
8368	1
5533	1
4824	0
18560	2
2247	2
477	2
17884	2
17833	1
372	2
2296	1
17391	0
7836	2
19435	2
14992	1
10581	2
6456	1
16322	1
2929	2
3205	1
3480	2
663	2
2867	1
18005	0
3603	0
4161	2
